0,1,2
209,114,120
187,111,113
184,110,109
180,104,104
194,116,116
199,118,117
163,75,71
120,30,21
121,30,12
142,50,29
134,39,21
160,61,30
148,72,38
89,56,25
74,66,17
69,76,0
92,135,56
7,96,38
17,111,51
20,115,57
24,122,65
30,131,75
33,138,82
33,141,89
32,145,93
32,146,94
39,153,104
40,154,105
44,157,111
48,161,117
52,164,124
57,169,131
60,172,136
62,174,138
72,178,155
75,181,158
79,185,163
82,188,166
81,187,167
78,184,164
73,178,161
70,175,158
62,169,153
62,169,153
64,171,155
67,174,158
70,177,161
74,181,165
78,185,169
80,187,171
57,169,147
52,164,142
45,157,135
44,156,134
47,159,137
52,164,142
56,168,146
57,169,147
25,142,116
27,144,118
33,147,121
35,147,122
32,145,117
31,141,112
35,145,116
42,151,122
27,128,96
26,127,93
23,125,88
21,121,83
19,117,78
16,114,73
15,112,69
13,110,65
16,113,62
17,113,65
18,114,66
18,116,69
19,118,72
20,119,73
19,120,76
20,121,77
11,118,72
26,133,87
34,144,97
28,138,93
17,128,85
17,130,86
27,140,97
34,149,106
35,150,107
30,145,102
24,139,96
20,135,92
22,137,94
29,144,101
38,153,110
43,158,115
32,154,107
33,153,107
33,153,107
34,151,106
34,151,106
34,150,105
34,150,105
36,149,105
33,145,99
32,144,98
32,144,98
31,143,97
30,142,96
30,142,96
29,141,95
29,141,95
31,142,99
30,141,98
30,139,97
29,138,96
29,136,94
28,133,92
27,132,91
27,132,91
26,127,83
27,126,82
25,124,80
23,120,77
20,117,74
18,113,71
16,111,69
17,109,68
17,102,63
18,100,60
16,96,57
14,92,52
12,89,47
11,83,43
10,81,39
8,79,37
11,79,40
11,79,38
11,78,37
11,78,35
11,76,34
13,76,33
12,75,32
12,75,30
18,80,33
17,79,32
15,78,31
12,78,30
12,78,30
13,81,32
16,84,35
16,86,36
22,100,48
22,100,48
22,99,47
12,63,22
13,64,23
13,64,23
13,66,24
12,67,25
13,68,26
12,69,26
12,69,26
11,72,28
12,73,29
12,73,29
13,76,31
12,78,32
13,79,33
13,81,34
13,81,34
10,77,33
10,79,34
12,81,36
12,84,38
13,86,40
14,87,41
14,90,43
15,91,44
13,87,34
14,88,35
12,89,37
13,90,38
13,91,41
13,92,44
13,92,44
14,93,45
13,91,51
15,93,53
18,96,56
19,97,57
18,96,56
14,92,52
10,88,48
7,85,45
8,86,46
12,90,50
18,96,56
22,100,60
21,99,59
17,95,55
10,88,48
6,84,44
9,86,42
16,93,49
16,93,49
7,84,40
7,84,40
13,90,46
13,90,46
5,82,38
9,86,40
10,87,41
11,88,42
12,89,43
13,90,44
14,91,45
15,92,46
15,92,46
17,100,56
17,103,58
18,105,62
19,110,66
21,116,72
22,121,77
23,124,80
24,127,82
29,142,98
32,145,101
34,147,103
34,147,104
32,147,106
35,150,109
43,158,119
49,164,125
51,161,126
54,162,130
62,167,136
69,172,143
79,179,151
87,185,160
94,189,167
98,191,170
93,185,170
98,190,175
105,196,181
110,201,186
111,202,187
108,199,184
102,193,178
100,188,174
99,190,173
98,189,171
96,189,168
93,189,162
87,188,156
83,187,150
81,187,147
78,187,145
79,181,134
71,179,129
61,176,119
55,171,110
54,167,103
54,165,97
55,167,95
53,168,93
49,161,79
65,81,34
115,22,14
174,37,47
196,83,89
177,103,100
168,103,101
177,101,105
206,94,106
200,90,99
177,67,76
138,32,34
116,13,8
125,25,9
138,43,15
140,46,12
98,70,22
103,77,16
63,65,2
12,52,0
13,59,0
39,67,0
94,130,60
39,100,56
26,130,67
29,135,73
33,141,81
37,149,90
41,155,96
42,160,102
42,161,105
42,161,107
43,159,112
44,160,113
47,163,118
50,165,124
53,168,129
56,170,134
58,172,138
59,173,140
66,172,149
69,175,152
74,180,158
79,185,163
82,188,168
84,190,170
84,189,172
83,188,171
74,181,165
71,178,162
68,175,159
65,172,156
64,171,155
65,172,156
67,174,158
68,175,159
75,187,165
78,190,168
76,188,166
64,176,154
47,159,137
40,152,130
46,158,136
55,167,145
51,165,142
37,151,126
32,146,121
40,154,128
41,155,129
31,144,116
26,139,109
31,144,114
26,134,102
26,131,98
23,129,93
20,125,85
19,120,80
17,116,72
14,113,67
13,111,64
18,112,60
19,113,61
18,115,64
19,117,68
20,120,70
19,123,74
21,125,76
20,126,78
8,118,71
33,145,97
38,150,102
17,130,84
14,127,83
32,148,103
36,153,109
21,138,94
18,135,91
21,138,94
25,142,98
29,146,102
34,151,107
38,155,111
41,158,114
42,159,115
27,149,102
28,148,102
29,149,103
32,149,104
33,150,105
35,151,106
35,151,106
38,151,107
27,138,95
27,138,95
28,139,96
29,140,97
29,140,97
30,141,98
31,142,99
31,142,99
31,144,100
31,142,99
30,141,98
30,139,97
28,137,95
28,135,93
28,133,92
28,133,92
27,128,86
28,126,85
26,124,83
24,121,80
21,118,77
20,115,75
18,113,73
19,111,72
19,104,65
18,103,64
17,99,59
15,95,56
14,90,51
12,87,46
11,83,43
11,82,42
12,78,40
12,79,38
12,77,37
11,76,34
11,73,32
11,72,30
10,71,29
12,71,27
14,77,30
14,77,30
14,77,30
14,77,30
15,78,31
14,80,32
15,81,33
16,82,34
11,92,34
14,95,37
18,99,41
13,64,23
13,66,24
13,66,24
12,67,25
13,68,26
13,70,27
12,71,27
12,71,27
12,73,29
11,74,29
12,75,30
11,77,31
13,79,33
13,81,34
13,82,35
13,82,35
11,80,33
12,81,34
11,83,35
13,85,37
14,88,39
14,90,41
15,91,42
15,93,43
14,91,37
14,91,37
15,92,40
15,93,41
14,94,43
15,94,46
14,96,47
14,96,47
6,87,46
10,91,50
14,95,54
18,99,58
19,100,59
18,99,58
15,96,55
12,93,52
13,94,53
14,95,54
15,96,55
16,97,56
15,96,55
14,95,54
12,93,52
11,92,51
11,88,44
18,95,51
17,94,50
9,86,42
8,85,41
15,92,48
14,91,47
6,83,39
10,87,41
10,87,41
11,88,42
12,89,43
13,90,44
15,92,46
16,93,47
16,93,47
16,102,57
17,104,59
19,108,64
21,114,69
23,120,75
24,125,81
25,131,85
26,133,87
36,152,107
32,147,104
28,143,100
29,144,103
38,150,110
46,158,120
49,161,125
50,162,126
63,168,138
67,170,141
73,173,145
81,179,154
89,184,162
96,189,168
102,193,175
107,196,178
106,194,180
105,193,179
104,192,178
103,191,177
101,192,177
102,193,178
103,194,179
104,195,180
107,198,180
103,196,175
98,193,169
91,190,161
82,186,151
75,181,141
69,179,134
66,176,129
78,170,123
58,177,119
40,179,112
47,172,106
66,160,100
73,158,99
55,171,98
35,184,100
47,155,70
50,179,89
45,169,85
55,110,53
108,63,44
170,63,69
191,86,93
176,98,98
180,100,91
122,48,37
83,17,1
95,40,19
104,64,29
83,56,9
70,54,0
79,70,3
26,94,9
51,93,7
30,60,0
17,53,5
25,53,2
48,70,0
70,120,47
26,119,66
22,132,69
25,135,74
29,141,82
34,148,89
37,152,97
38,155,102
38,156,104
36,157,104
56,169,125
57,170,127
58,170,130
60,172,134
61,173,137
63,174,142
64,174,145
65,175,146
69,175,152
68,174,151
68,174,152
70,176,154
73,179,159
78,184,164
83,188,171
86,191,174
80,187,171
83,190,174
86,193,177
86,193,177
79,186,170
68,175,159
56,163,147
48,155,139
59,170,151
63,174,155
70,181,162
75,186,167
74,185,166
64,175,156
51,162,143
42,153,134
54,168,145
58,172,149
51,165,142
38,152,127
37,151,125
41,158,131
34,151,122
19,136,107
27,141,108
27,138,105
25,135,100
23,129,91
19,124,81
18,120,73
16,115,68
15,113,64
18,112,59
19,113,60
19,116,63
19,119,65
20,123,70
20,127,75
21,129,77
20,131,78
37,151,102
18,132,83
10,124,75
22,138,91
37,154,109
37,154,109
27,147,102
22,142,97
20,137,93
25,142,98
32,149,105
38,155,111
41,158,114
39,156,112
35,152,108
32,149,105
34,155,110
34,154,109
32,152,107
31,148,104
29,146,102
27,142,99
25,140,97
26,139,96
30,143,100
31,144,101
32,145,102
33,146,103
35,148,105
36,149,106
38,151,108
38,151,108
40,153,110
39,152,109
38,151,108
38,149,107
37,146,105
35,144,103
36,142,102
36,142,102
39,140,100
40,138,99
38,136,97
36,132,94
33,129,91
31,125,88
29,123,86
30,122,85
23,109,72
22,108,71
20,105,66
19,99,60
18,96,57
15,91,52
14,89,50
14,86,46
14,78,41
15,77,38
14,76,37
13,74,33
13,71,31
11,69,28
10,67,26
10,67,24
6,67,23
7,68,24
9,70,26
14,73,29
17,76,32
19,78,34
20,79,35
20,79,35
7,82,26
11,86,30
17,92,36
13,66,24
13,66,24
12,67,25
13,68,26
13,70,27
12,71,27
13,72,28
13,72,28
12,75,30
12,75,30
11,77,31
12,78,32
13,81,34
13,82,35
14,83,36
14,83,36
13,85,37
13,85,37
14,86,38
14,88,39
13,89,40
14,90,41
14,92,42
14,92,42
16,93,41
16,92,43
16,94,44
16,95,47
17,96,48
15,97,49
16,98,52
15,98,52
9,90,49
11,92,51
14,95,54
17,98,57
19,100,59
20,101,60
19,100,59
19,100,59
20,101,60
18,99,58
15,96,55
13,94,53
12,93,52
14,95,54
16,97,56
18,99,58
13,92,47
16,95,50
15,94,49
11,90,45
11,90,45
13,92,47
12,91,46
9,88,43
10,88,40
11,89,41
12,90,42
13,91,43
14,92,44
15,93,45
16,94,46
16,94,46
15,104,58
17,106,60
18,111,66
20,118,71
23,125,78
25,131,85
28,135,89
28,138,91
35,150,107
31,146,103
33,145,105
40,152,112
52,162,125
58,166,132
56,164,130
52,157,124
77,177,151
79,179,153
84,182,159
91,184,163
98,189,171
104,192,176
109,196,180
113,197,182
109,193,180
109,193,180
109,195,182
109,195,182
108,196,182
104,195,180
102,193,178
99,191,176
97,191,167
94,189,165
89,188,159
84,185,151
77,182,142
72,179,135
67,177,130
64,176,126
70,162,111
60,168,110
49,176,109
45,176,106
47,171,101
51,160,93
53,152,87
52,147,81
60,146,71
42,139,62
32,149,68
34,168,83
31,152,73
38,99,42
76,50,25
121,31,30
55,69,10
69,89,30
56,87,27
24,70,5
9,71,0
8,85,3
7,98,5
6,104,5
22,79,0
60,98,15
43,75,8
15,61,14
17,60,7
45,82,5
57,119,42
42,148,86
49,158,101
52,161,106
57,165,113
61,172,121
63,175,125
65,177,129
65,178,132
65,178,134
72,181,142
72,181,142
72,180,144
73,181,147
73,180,150
73,180,152
74,181,155
74,181,155
78,184,161
75,181,158
71,177,155
67,173,151
67,173,153
70,176,156
74,179,162
77,182,165
73,180,164
78,185,169
84,191,175
88,195,179
89,196,180
85,192,176
80,187,171
76,183,167
63,174,157
58,169,152
53,164,147
56,167,150
63,174,157
67,178,161
66,177,160
63,174,157
55,166,147
59,170,151
59,173,150
50,166,143
43,160,134
39,158,130
40,159,131
39,160,129
31,149,117
31,146,113
28,142,106
26,136,97
23,130,86
21,124,77
20,120,70
19,117,66
18,111,56
19,114,58
19,117,60
20,121,65
21,126,70
21,130,73
21,134,78
22,135,79
35,151,102
16,132,83
14,132,82
33,151,103
37,157,111
23,145,98
22,143,98
36,157,112
37,157,112
37,157,112
37,157,112
35,155,110
33,153,108
30,150,105
27,147,102
25,145,100
32,153,108
32,152,107
31,151,106
32,149,105
31,148,104
31,146,103
30,145,102
31,144,101
40,152,112
40,152,112
41,153,113
42,154,114
44,156,116
45,157,117
46,158,118
46,158,118
35,150,107
35,150,107
35,148,105
34,147,104
33,144,102
33,142,101
31,140,99
33,139,99
37,138,98
38,136,97
36,134,95
34,130,92
31,127,89
29,123,86
27,121,84
28,120,83
24,112,74
24,110,73
22,106,70
21,103,65
18,98,59
18,94,56
16,91,52
15,90,51
17,77,41
16,76,38
14,74,36
14,72,32
12,68,29
9,66,25
9,64,24
8,63,21
2,59,16
4,61,18
9,64,22
15,68,26
17,70,28
20,71,30
22,70,30
21,69,29
13,72,26
16,75,29
21,80,34
14,67,25
12,67,25
13,68,26
13,70,27
12,71,27
13,72,28
12,73,29
12,73,29
13,76,31
11,77,31
12,78,32
12,80,33
12,81,34
13,82,35
12,84,36
13,85,37
17,89,39
17,89,39
16,90,39
13,90,38
13,90,38
12,90,38
12,90,38
11,91,38
17,95,47
17,95,47
18,95,49
17,96,51
16,98,52
17,98,55
17,100,56
17,100,58
17,100,58
16,99,57
15,98,56
14,97,55
14,97,55
16,99,57
18,101,59
19,102,60
20,103,61
18,101,59
16,99,57
13,96,54
13,96,54
14,97,55
16,99,57
18,101,59
17,96,51
14,93,48
13,92,47
16,95,50
15,94,49
11,90,45
10,89,44
13,92,47
11,89,41
11,89,41
12,90,42
13,91,43
14,92,44
15,93,45
16,94,46
17,95,47
16,105,59
16,108,61
17,113,67
21,120,73
24,127,80
27,134,88
29,139,92
30,142,94
37,150,107
39,151,111
43,153,114
50,158,122
59,164,131
65,169,136
70,171,141
71,172,142
88,186,163
92,187,165
95,188,169
99,190,172
105,192,176
110,194,181
113,195,183
114,196,184
110,192,180
114,196,184
119,203,190
120,206,193
118,206,192
110,201,186
102,194,179
97,189,174
90,185,161
90,186,159
86,185,154
83,185,148
79,186,144
75,185,138
72,184,134
72,185,133
66,180,120
72,177,118
72,176,115
64,177,113
51,177,106
47,168,97
53,155,89
63,145,83
47,149,73
52,142,70
50,127,59
43,119,54
43,128,60
43,130,61
18,99,32
0,59,0
54,86,3
56,91,11
44,85,9
31,78,6
18,74,1
3,67,0
7,78,0
33,108,26
30,66,0
61,85,11
48,80,17
0,47,1
5,58,4
31,69,0
50,104,26
77,165,105
63,167,118
66,170,121
70,173,126
75,178,135
77,182,141
78,183,143
78,182,145
78,182,147
88,192,155
87,191,156
87,191,158
86,189,159
86,189,162
85,187,163
85,187,165
84,186,164
78,184,161
77,183,160
75,181,159
73,179,157
71,177,157
70,176,156
70,175,158
70,175,158
71,178,162
71,178,162
71,178,162
73,180,164
79,186,170
86,193,177
94,201,185
98,205,189
93,204,187
85,196,179
72,183,166
58,169,152
50,161,144
52,163,146
62,173,156
70,181,164
75,186,167
65,176,157
63,176,156
65,181,158
54,172,146
35,155,128
32,155,126
45,168,139
36,157,126
35,154,122
33,149,114
31,143,103
28,135,91
26,130,81
23,126,73
22,122,68
18,111,54
19,114,56
19,117,58
19,123,64
20,128,70
21,133,74
22,137,78
21,139,79
16,134,84
29,147,97
35,156,105
30,150,102
22,144,97
23,146,99
31,154,108
37,160,114
42,162,117
40,160,115
36,156,111
32,152,107
30,150,105
30,150,105
31,151,106
31,151,106
31,152,109
33,152,110
34,153,111
37,154,112
39,156,114
41,156,115
42,157,116
44,156,116
39,154,115
39,154,115
40,155,116
40,155,116
40,155,116
41,156,117
41,156,117
41,156,117
29,144,103
28,143,102
27,142,101
28,140,100
27,137,98
25,135,96
25,134,95
25,134,95
27,127,89
28,126,88
26,124,86
24,120,83
21,117,80
20,114,78
18,112,76
19,110,75
22,109,74
21,108,73
19,105,68
19,101,65
16,96,59
15,93,54
13,89,51
13,88,49
19,76,41
18,76,38
16,74,36
14,70,31
12,67,28
9,64,24
8,60,21
7,60,18
5,55,17
7,57,19
12,60,22
16,62,25
17,61,25
18,60,24
16,56,21
15,55,20
15,57,19
17,59,21
17,62,23
12,67,25
13,68,26
13,68,26
13,70,27
13,72,28
13,72,28
12,73,29
12,73,29
11,77,31
11,77,31
12,78,32
12,80,33
13,82,35
14,83,36
13,85,37
13,85,37
20,92,42
18,92,41
18,92,41
15,92,40
12,90,38
11,89,37
9,89,36
9,89,36
18,95,51
18,95,51
18,97,52
18,96,54
17,98,57
17,100,58
18,100,60
18,100,60
26,109,67
22,105,63
18,101,59
13,96,54
11,94,52
12,95,53
15,98,56
17,100,58
18,101,59
18,101,59
17,100,58
17,100,58
17,100,58
16,99,57
16,99,57
16,99,57
18,100,54
10,92,46
10,92,46
16,98,52
15,97,51
7,89,43
7,89,43
14,96,50
11,89,39
11,89,39
12,90,40
13,91,41
14,92,42
16,94,44
16,94,44
17,95,45
14,106,59
16,109,62
18,114,68
22,121,74
25,128,81
28,135,89
30,142,94
32,144,96
45,155,116
48,158,119
51,160,121
52,158,122
56,157,125
66,165,134
83,179,151
95,191,163
97,192,170
98,191,172
101,192,174
104,192,176
107,193,180
112,194,182
115,195,186
115,195,186
124,204,193
123,203,192
121,203,191
119,203,190
115,203,189
111,202,187
109,201,186
109,201,186
105,201,174
103,199,171
98,197,166
90,194,157
83,190,148
76,186,139
71,184,132
68,182,130
52,187,118
59,178,114
67,165,106
70,155,98
63,151,91
50,155,89
39,161,88
33,165,89
53,153,81
30,141,65
9,130,50
13,126,46
29,116,45
37,97,33
32,76,15
26,64,5
25,86,0
46,106,8
41,100,10
23,80,0
25,81,8
28,83,15
22,77,9
21,76,8
3,95,8
36,89,7
65,84,28
27,36,7
65,62,27
55,57,0
51,98,20
89,190,122
98,197,153
101,200,156
106,204,163
111,209,171
114,211,176
113,213,179
113,212,181
112,211,182
98,198,164
98,197,166
97,196,167
96,195,167
95,193,168
94,192,169
93,190,170
93,190,171
70,176,153
73,179,156
76,182,160
79,185,163
80,186,166
77,183,163
74,179,162
71,176,159
79,186,170
76,183,167
73,180,164
70,177,161
69,176,160
69,176,160
71,178,162
72,179,163
74,185,168
79,190,173
86,197,180
89,200,183
87,198,181
80,191,174
71,182,165
65,176,159
63,174,157
66,177,158
61,174,154
54,170,147
56,174,150
63,183,156
57,180,151
46,171,141
38,161,132
37,158,127
35,153,118
32,147,106
30,140,95
29,133,84
25,128,73
25,126,70
20,111,52
20,114,54
20,118,59
20,124,63
21,129,69
21,135,75
21,139,78
22,142,81
25,143,93
28,149,98
27,148,97
23,145,96
26,149,102
35,158,111
33,159,112
26,152,105
29,150,105
30,151,106
31,152,107
32,153,108
34,155,110
36,157,112
38,159,114
39,160,115
46,167,124
46,165,123
45,164,122
45,162,120
43,160,118
42,157,116
40,155,114
41,153,113
33,147,111
33,147,111
33,147,111
33,147,111
32,146,110
32,146,110
32,146,110
32,146,110
33,150,108
34,149,108
33,148,107
33,145,105
31,143,103
31,141,102
31,140,101
30,139,100
29,129,91
30,128,90
28,126,88
26,122,85
23,119,82
21,115,79
19,113,77
20,111,76
19,106,71
18,105,70
16,102,65
14,98,62
13,93,56
12,90,51
10,86,48
9,85,47
19,76,41
18,76,38
17,73,36
14,69,30
11,66,27
10,62,23
7,59,20
7,58,17
9,57,19
12,58,21
15,59,23
18,60,24
17,57,22
15,52,18
11,46,13
9,43,10
13,42,12
12,43,12
10,43,12
12,69,26
12,71,27
13,72,28
12,73,29
13,74,30
13,76,31
12,78,32
12,78,32
11,78,35
10,79,35
11,80,36
10,81,37
11,82,38
12,85,40
10,86,40
11,87,41
8,83,42
13,89,42
18,98,39
22,103,37
21,103,39
17,98,42
9,90,49
4,83,51
12,84,34
14,86,36
16,90,41
18,91,45
17,92,49
15,92,50
14,90,51
12,88,49
23,105,67
18,102,66
20,104,68
24,110,75
21,108,73
10,100,62
6,98,57
10,102,61
12,103,62
12,103,62
13,104,63
14,105,64
15,106,65
15,106,65
16,107,66
16,107,66
15,108,61
16,108,61
16,105,59
16,102,57
17,98,55
18,95,53
18,93,52
19,91,51
23,103,52
13,93,40
0,85,26
0,86,22
5,91,28
12,96,36
21,100,45
25,101,52
14,107,62
19,115,69
25,124,78
26,129,84
24,133,91
27,140,97
31,148,106
36,155,115
45,151,115
50,155,122
59,162,132
69,172,143
79,179,153
86,186,162
89,188,167
92,189,170
93,197,174
108,205,185
107,195,179
128,210,198
110,187,181
111,190,185
122,204,200
120,207,201
124,195,223
127,200,207
143,218,195
145,225,174
121,208,139
104,197,127
106,202,139
108,207,153
112,197,174
98,192,168
103,206,176
88,190,143
90,185,127
83,178,120
82,185,138
70,184,148
64,172,112
62,170,108
59,168,101
54,163,95
49,160,84
44,155,78
41,153,71
39,151,67
46,132,59
47,141,57
39,138,47
19,114,30
12,95,27
32,92,38
41,81,28
27,57,0
44,73,9
59,109,10
35,100,0
6,69,0
15,69,17
23,74,7
19,76,0
26,87,20
17,79,12
16,71,3
40,82,16
33,63,9
29,55,7
24,55,0
55,98,16
135,188,84
103,167,89
51,113,40
58,114,51
115,169,117
180,238,197
160,230,194
140,221,189
125,214,184
123,219,173
118,213,169
110,207,164
98,199,159
90,192,155
83,187,154
79,184,153
75,182,152
78,180,143
78,179,145
79,180,148
78,181,151
79,182,153
80,182,158
80,182,160
81,183,161
74,180,160
74,180,160
74,179,162
73,178,164
73,177,166
72,176,167
72,176,169
72,175,171
67,173,153
70,175,158
74,179,162
79,184,169
85,190,175
91,196,182
95,200,186
97,201,190
78,193,176
77,192,175
73,188,171
69,184,167
64,179,162
59,174,157
56,171,154
54,169,152
62,171,142
60,175,146
54,174,146
41,165,129
30,150,104
29,139,76
35,136,58
45,137,50
37,141,28
48,149,43
43,149,49
18,137,43
0,133,43
1,143,59
23,153,79
41,158,90
32,156,93
33,157,95
33,157,97
34,157,102
35,157,106
36,158,111
37,158,113
37,158,115
42,165,121
42,165,121
41,164,120
41,164,120
40,163,119
40,163,119
40,163,119
40,163,119
42,158,119
41,157,118
40,156,117
39,155,116
38,154,115
37,153,114
36,152,113
36,152,113
40,157,115
40,157,115
39,156,114
38,155,113
37,154,112
37,154,112
36,153,111
36,153,111
41,150,111
40,149,110
39,148,109
37,146,107
36,145,106
34,143,104
33,142,103
32,141,102
29,130,96
27,129,92
25,127,90
24,124,86
23,121,82
20,118,79
19,116,75
18,115,74
22,110,72
21,107,70
19,104,65
17,97,58
16,92,54
15,87,49
12,82,45
13,81,42
17,83,47
16,80,45
15,77,40
13,70,35
11,65,29
10,60,23
10,56,20
9,53,18
23,63,29
20,60,26
18,55,22
15,50,18
15,46,15
16,45,15
18,44,15
19,45,16
8,37,7
9,38,8
9,38,8
11,70,26
12,71,27
13,72,28
12,73,29
12,75,30
13,76,31
12,78,32
13,79,33
10,79,35
11,80,36
11,80,36
11,82,38
11,84,39
12,85,40
11,87,41
11,87,41
22,97,54
20,96,50
15,93,43
13,92,37
12,90,38
12,91,43
13,92,47
15,93,53
21,100,55
18,96,54
13,94,51
11,92,51
11,93,53
12,97,58
17,101,65
19,105,70
10,96,57
14,102,64
20,107,72
18,108,73
13,103,68
12,104,67
23,115,74
35,128,84
15,108,64
15,108,64
16,109,65
17,110,66
18,111,67
18,111,67
19,112,68
19,112,68
13,109,61
14,107,60
13,105,56
14,102,52
15,99,50
13,95,46
15,93,43
14,92,42
1,92,35
9,95,34
14,93,27
14,87,18
11,86,19
10,94,35
11,105,55
11,112,68
15,114,67
22,121,74
27,130,83
30,136,90
30,139,97
35,146,104
42,154,114
47,162,123
63,166,136
67,170,141
76,176,150
85,183,160
93,188,168
98,191,173
101,192,175
102,193,178
100,186,173
115,197,185
117,192,185
134,203,198
126,195,190
137,208,202
135,210,203
129,208,202
128,207,176
150,229,182
115,196,120
58,140,40
35,122,7
31,122,5
49,143,33
88,185,82
103,195,154
100,200,162
90,196,160
77,182,141
83,180,129
79,173,120
77,181,130
66,179,136
74,182,122
71,179,117
65,174,107
57,166,98
49,160,84
41,152,75
35,147,65
32,144,60
44,135,68
37,131,53
17,115,28
17,110,29
33,109,45
25,81,32
16,52,8
29,52,6
36,64,3
56,103,7
37,102,0
12,75,5
19,73,21
24,77,5
15,77,0
19,85,13
15,78,7
14,70,0
55,98,27
19,50,0
45,72,21
33,62,4
56,95,16
88,134,35
0,21,0
0,11,0
0,12,0
0,30,0
44,93,48
99,169,117
103,192,134
88,188,126
90,184,132
92,186,136
92,188,142
91,188,145
86,187,147
79,181,144
71,175,140
66,171,138
65,170,130
66,170,133
67,171,136
68,172,139
68,173,143
70,174,147
71,175,150
71,175,150
68,174,152
69,175,155
71,176,159
74,179,164
77,182,168
79,183,174
81,185,178
82,186,179
74,180,160
74,179,162
73,178,161
72,177,162
70,175,160
69,174,160
68,173,159
68,172,161
70,182,166
70,182,166
69,181,165
69,181,165
68,180,164
67,179,163
67,179,163
66,178,162
70,178,154
76,188,164
75,193,167
62,183,152
46,165,123
51,160,105
75,175,105
98,190,113
169,185,34
172,190,46
166,193,60
134,189,69
86,175,69
45,159,71
28,151,84
29,150,96
36,162,101
36,162,101
37,162,106
37,161,107
38,162,112
39,162,116
39,162,118
40,162,121
43,166,122
43,166,122
42,165,121
42,165,121
42,165,121
41,164,120
41,164,120
41,164,120
44,160,123
43,159,122
42,158,121
41,157,120
40,156,119
39,155,118
38,154,117
38,154,117
41,157,118
41,157,118
40,156,117
40,156,117
39,155,116
38,154,115
38,154,115
37,153,114
37,145,109
36,144,108
35,143,107
34,142,106
32,140,104
31,139,103
29,137,101
29,137,101
32,136,101
31,135,100
31,133,96
29,129,93
26,126,88
25,123,84
23,121,82
23,119,81
20,110,72
20,108,70
18,104,67
17,99,61
15,93,54
13,87,50
13,83,46
11,81,44
15,79,44
15,76,42
14,74,38
14,70,35
13,65,29
13,60,24
11,57,21
11,55,20
20,61,27
18,59,25
14,54,20
13,48,16
12,45,14
13,44,13
15,44,14
18,44,15
13,44,10
11,45,10
12,46,11
12,71,27
12,71,27
11,72,28
12,73,29
12,75,30
12,78,32
12,78,32
12,80,33
11,80,36
11,80,36
10,81,37
11,82,38
11,84,39
11,87,41
12,88,42
11,88,42
20,98,50
19,96,52
17,93,54
16,92,54
15,91,52
15,92,48
15,93,43
15,94,39
15,99,50
14,100,51
15,101,54
16,104,56
16,103,58
16,105,61
13,104,60
13,104,61
16,109,65
12,104,63
6,98,61
5,96,63
12,103,70
20,112,75
20,112,71
17,110,66
17,115,68
17,115,68
18,116,69
18,116,69
19,117,70
20,118,71
20,118,71
21,119,72
18,116,69
18,114,66
18,112,60
16,109,56
16,105,49
15,103,43
15,101,38
14,100,37
21,99,15
58,121,32
98,138,41
111,137,38
103,134,41
79,133,55
39,125,60
4,111,57
18,126,76
25,133,84
34,141,95
40,147,103
44,151,109
50,156,118
59,165,129
66,172,136
80,179,158
84,181,161
92,187,167
100,191,174
107,193,180
113,195,183
115,195,186
117,194,186
121,186,188
131,195,195
135,197,196
140,200,198
141,203,198
152,217,209
138,210,198
135,209,194
138,221,165
100,182,110
50,131,38
44,124,11
66,146,21
57,139,13
35,120,1
38,125,12
83,183,113
111,218,162
90,201,159
88,196,160
94,192,151
88,185,134
87,190,137
78,191,139
71,179,119
68,176,114
64,173,106
59,168,100
53,164,88
48,159,82
44,156,74
42,154,70
41,140,75
40,141,63
17,116,26
18,106,22
43,113,50
28,75,33
6,36,2
28,45,13
30,55,0
51,96,5
40,102,3
18,77,9
22,75,21
24,78,3
14,78,0
12,85,6
6,70,0
13,70,0
62,108,33
22,54,0
40,67,12
31,59,0
50,84,7
75,115,19
15,0,6
37,22,27
4,0,0
0,7,0
0,32,0
70,137,70
64,158,74
40,150,55
56,145,89
56,147,90
55,148,95
56,150,100
56,152,106
57,156,112
58,159,117
59,160,120
54,159,118
55,160,119
57,162,122
58,164,128
59,167,133
61,169,137
62,171,140
63,172,143
69,175,152
71,177,154
73,179,157
76,182,162
79,184,169
82,187,173
85,189,178
86,190,181
88,194,174
88,193,176
88,193,176
88,193,178
88,193,178
88,193,179
88,193,179
88,192,181
79,190,174
80,191,175
80,191,175
81,192,176
82,193,177
83,194,178
84,195,179
85,196,180
77,184,166
77,188,171
74,190,171
70,186,163
68,182,149
77,184,140
95,194,139
111,203,140
184,176,43
188,178,47
194,188,64
179,198,80
132,190,87
77,171,87
47,161,101
43,163,118
42,169,114
42,169,116
43,170,119
43,169,121
43,169,122
43,168,126
43,168,128
43,168,128
42,162,124
41,161,123
41,161,123
41,161,123
40,160,122
40,160,122
40,160,122
39,159,121
41,157,122
41,157,122
40,156,121
39,155,120
38,154,119
36,152,117
36,152,117
35,151,116
38,154,117
38,154,117
37,153,116
36,152,115
35,151,114
35,151,114
34,150,113
34,150,113
40,150,115
39,149,114
38,148,113
36,146,111
35,145,110
33,143,108
32,142,107
31,141,106
37,142,109
36,141,108
35,139,104
34,135,101
31,133,96
30,130,92
27,127,89
28,126,88
18,112,75
18,110,73
